Date,Close/Last,Volume,Open,High,Low,Day
10/25/2021,139.67,28 258 740.00,140.61,140.84,139.01,422
10/26/2021,146.43,51 850 920.00,139.90,149.12,139.90,423
10/27/2021,146.13,32 418 060.00,147.30,147.42,144.76,424
10/28/2021,148.27,28 954 500.00,145.52,148.61,145.17,425
10/29/2021,143.77,32 272 100.00,148.17,148.40,143.58,426
11/01/2021,145.86,21 150 580.00,144.81,146.92,144.64,427
11/02/2021,146.79,17 886 600.00,146.28,146.91,145.05,428
11/03/2021,148.68,24 700 800.00,147.20,149.95,146.64,429
11/04/2021,149.24,20 408 140.00,149.35,150.57,148.65,430
11/05/2021,149.35,18 388 140.00,150.00,151.03,149.12,431
11/08/2021,149.25,16 875 560.00,149.75,150.38,147.51,432
11/09/2021,146.63,22 708 320.00,148.01,148.70,145.33,433
11/10/2021,146.75,12 463 100.00,147.11,148.50,146.69,434
11/11/2021,149.65,17 047 660.00,147.83,149.86,146.45,435
11/12/2021,149.39,16 247 340.00,150.00,150.48,148.65,436
11/15/2021,149.08,17 254 860.00,149.17,149.83,148.35,437
11/16/2021,149.06,15 290 820.00,149.23,149.63,148.56,438
11/17/2021,150.71,26 682 400.00,149.15,151.61,149.00,439
11/18/2021,149.95,19 782 960.00,151.00,151.85,149.89,440
11/19/2021,147.08,24 627 700.00,150.14,150.74,147.01,441
11/22/2021,146.76,18 133 140.00,147.11,147.69,144.89,442
11/23/2021,146.72,16 464 060.00,146.35,147.00,145.20,443
11/24/2021,142.81,16 992 120.00,145.02,145.30,142.49,444
11/26/2021,146.11,26 276 120.00,144.30,146.86,144.30,445
11/29/2021,142.45,41 590 520.00,145.45,146.63,142.07,446
11/30/2021,141.62,28 545 780.00,144.21,146.50,141.50,447
12/01/2021,143.78,21 250 700.00,141.82,144.68,140.98,448
12/02/2021,142.52,26 687 480.00,144.50,145.21,141.15,449
12/03/2021,143.80,22 197 700.00,143.57,144.35,140.65,450
12/06/2021,148.04,23 258 280.00,145.95,148.30,145.70,451
12/07/2021,148.72,18 963 940.00,148.33,149.16,147.20,452
12/08/2021,148.11,18 580 600.00,148.18,149.61,147.53,453
12/09/2021,148.68,21 638 460.00,149.10,149.40,147.36,454
12/10/2021,146.70,24 103 920.00,148.44,148.56,146.36,455
12/13/2021,144.97,24 778 800.00,144.77,145.44,142.24,456
12/14/2021,147.37,27 280 960.00,144.37,147.52,142.71,457
12/15/2021,144.84,27 399 740.00,148.08,148.55,144.09,458
12/16/2021,142.80,43 404 700.00,142.71,144.46,141.79,459
12/17/2021,142.40,20 263 520.00,140.68,142.61,140.25,460
12/20/2021,144.22,19 551 940.00,143.15,144.69,141.74,461
12/21/2021,146.95,18 440 480.00,144.10,147.30,143.96,462
12/22/2021,147.14,13 818 680.00,147.09,148.57,146.95,463
12/23/2021,148.06,13 259 320.00,147.46,148.43,147.25,464
12/27/2021,146.45,18 635 840.00,148.37,148.37,145.94,465
12/28/2021,146.50,17 024 720.00,146.43,147.18,145.50,466
12/29/2021,146.00,12 977 020.00,146.45,147.06,145.76,467
12/30/2021,144.68,17 297 700.00,145.54,146.37,144.68,468
12/31/2021,145.07,25 224 500.00,144.48,145.55,143.50,469
01/03/2022,144.42,22 927 780.00,145.55,146.61,143.82,470
01/04/2022,137.65,49 641 520.00,144.18,144.30,137.52,471
01/05/2022,137.55,29 049 040.00,137.50,139.69,136.76,472
01/06/2022,137.00,19 408 240.00,137.91,138.25,135.79,473
01/07/2022,138.57,34 095 680.00,135.10,138.64,133.14,474
01/10/2022,140.02,23 501 240.00,138.18,140.33,136.81,475
01/11/2022,141.65,23 641 580.00,141.55,142.81,141.11,476
01/12/2022,139.13,26 565 080.00,141.84,143.19,138.91,477
01/13/2022,139.79,23 825 920.00,137.50,141.20,137.50,478
01/14/2022,136.29,27 401 960.00,136.60,137.39,135.62,479
01/18/2022,135.65,20 795 280.00,136.94,138.40,135.50,480
01/19/2022,133.51,21 930 560.00,136.51,137.91,133.14,481
01/20/2022,130.09,41 919 220.00,133.01,134.76,130.00,482
01/21/2022,130.37,55 292 040.00,126.03,130.78,124.64,483
01/24/2022,126.74,36 008 600.00,128.44,129.34,126.38,484
01/25/2022,129.24,39 630 880.00,130.59,132.81,127.15,485
01/26/2022,129.12,30 285 020.00,131.36,132.61,128.95,486
01/27/2022,133.29,30 517 560.00,130.00,133.37,128.69,487
01/28/2022,135.70,34 055 560.00,134.20,135.84,132.27,488
01/31/2022,137.88,51 203 200.00,137.84,138.20,134.57,489
02/01/2022,148.04,89 750 760.00,151.86,152.10,145.56,490
02/02/2022,142.65,56 930 140.00,145.30,149.12,142.21,491
02/03/2022,143.02,49 224 400.00,143.02,144.54,139.82,492
02/04/2022,138.94,44 610 740.00,143.71,143.85,138.70,493
02/07/2022,139.21,34 255 040.00,138.99,139.84,136.87,494
02/08/2022,141.45,28 627 160.00,140.85,142.18,140.38,495
02/09/2022,138.60,33 017 700.00,139.50,141.43,138.05,496
02/10/2022,134.13,38 808 800.00,138.75,139.28,133.29,497
02/11/2022,135.30,26 792 800.00,133.37,136.17,133.30,498
02/14/2022,136.43,26 577 560.00,137.47,137.90,135.54,499
02/15/2022,137.49,25 609 660.00,136.43,137.95,134.82,500
02/16/2022,132.31,30 968 120.00,136.15,136.84,132.20,501
02/17/2022,130.47,31 858 600.00,133.04,133.82,130.31,502
02/18/2022,129.40,38 906 580.00,129.99,131.90,127.74,503
02/22/2022,127.59,26 431 280.00,131.08,131.75,127.50,504
02/23/2022,132.67,43 165 080.00,125.00,133.04,124.76,505
02/24/2022,134.52,26 235 860.00,133.53,135.39,131.77,506
02/25/2022,134.89,29 675 680.00,133.28,135.64,132.83,507
02/28/2022,134.17,24 639 920.00,134.48,136.11,133.38,508
03/01/2022,134.75,23 966 740.00,134.61,135.62,133.43,509
03/02/2022,134.31,19 779 300.00,135.98,136.71,133.43,510
03/03/2022,132.12,24 472 240.00,133.38,134.20,130.41,511
03/04/2022,126.46,39 177 900.00,131.90,131.90,126.41,512
03/07/2022,127.28,35 249 560.00,126.25,131.25,125.86,513
03/08/2022,133.87,32 257 440.00,131.40,134.20,130.09,514
03/09/2022,132.68,24 265 200.00,131.46,133.54,131.40,515
03/10/2022,130.48,26 599 800.00,134.00,134.20,130.30,516
03/11/2022,126.74,30 253 860.00,130.57,131.03,126.41,517
03/14/2022,129.66,30 292 600.00,127.74,130.52,126.57,518
03/15/2022,133.69,32 058 200.00,131.00,133.77,129.20,519
03/16/2022,134.60,23 994 380.00,133.32,134.74,132.72,520
03/17/2022,136.80,45 899 700.00,133.88,136.91,132.93,521
03/18/2022,136.48,26 632 460.00,136.85,137.58,134.61,522
03/21/2022,140.28,29 776 860.00,136.50,141.50,136.50,523
03/22/2022,138.50,25 302 320.00,139.14,140.03,138.17,524
03/23/2022,141.31,20 544 720.00,139.27,141.40,138.04,525
03/24/2022,141.52,19 289 080.00,141.75,141.96,139.70,526
03/25/2022,141.95,23 773 080.00,140.68,141.98,139.83,527
03/28/2022,143.25,28 678 420.00,143.16,144.16,142.48,528
03/29/2022,142.64,21 046 380.00,142.87,143.48,142.17,529
03/30/2022,139.65,29 516 320.00,142.45,142.64,139.62,530
03/31/2022,140.70,23 480 020.00,140.01,140.95,138.80,531
04/01/2022,143.64,19 084 900.00,140.82,144.04,140.82,532
04/04/2022,141.06,19 255 560.00,143.40,143.59,140.94,533
04/05/2022,137.18,23 574 600.00,139.16,139.85,136.42,534
04/06/2022,136.47,19 448 540.00,136.62,137.70,134.86,535
04/07/2022,134.01,16 434 480.00,136.25,136.25,133.75,536
04/08/2022,129.80,24 187 340.00,132.90,132.94,129.62,537
04/11/2022,128.37,23 003 220.00,132.42,132.42,127.58,538
04/12/2022,130.29,19 542 960.00,128.63,130.66,128.44,539
04/13/2022,127.25,23 483 360.00,130.65,130.71,127.11,540
04/14/2022,127.96,14 917 200.00,127.41,128.71,126.58,541
04/18/2022,130.53,22 719 300.00,128.08,130.90,127.45,542
04/19/2022,128.25,22 609 380.00,131.28,131.92,127.89,543
04/20/2022,124.94,30 157 540.00,129.35,130.31,124.65,544
04/21/2022,119.61,46 410 300.00,125.00,125.45,119.14,545
04/22/2022,123.25,34 521 800.00,119.43,123.28,118.77,546
04/25/2022,119.51,49 393 040.00,122.75,122.75,119.16,547
04/26/2022,115.02,62 238 120.00,114.37,117.50,113.12,548
04/27/2022,119.41,36 790 940.00,117.12,120.44,115.14,549
04/28/2022,114.97,33 693 100.00,117.58,118.96,114.69,550
04/29/2022,117.16,30 279 640.00,113.91,117.34,113.40,551
05/02/2022,118.13,21 215 740.00,116.77,119.30,116.63,552
05/03/2022,122.58,33 231 460.00,118.00,123.14,115.74,553
05/04/2022,116.75,43 089 040.00,120.22,121.23,115.18,554
05/05/2022,115.66,35 309 480.00,115.52,117.50,114.14,555
05/06/2022,113.08,34 520 960.00,113.30,115.56,112.55,556
05/09/2022,114.58,31 157 780.00,116.04,116.69,113.38,557
05/10/2022,113.96,36 501 640.00,113.71,116.67,113.65,558
05/11/2022,113.16,41 464 880.00,111.94,114.86,110.11,559
05/12/2022,116.52,29 737 560.00,114.85,118.09,114.00,560
05/13/2022,114.79,23 282 380.00,115.38,116.61,114.34,561
05/16/2022,116.70,21 576 080.00,117.23,117.23,115.34,562
05/17/2022,112.40,27 982 760.00,115.24,115.70,112.14,563
05/18/2022,110.75,29 191 740.00,111.84,113.59,110.47,564
05/19/2022,109.31,37 586 020.00,112.09,112.55,106.37,565
05/20/2022,111.67,31 558 220.00,110.10,112.01,109.15,566
05/23/2022,105.93,60 386 380.00,106.38,106.40,102.21,567
05/24/2022,105.84,37 899 340.00,105.14,106.54,104.21,568
05/25/2022,108.30,30 287 480.00,106.05,108.96,105.49,569
05/26/2022,112.80,29 924 420.00,109.79,112.87,109.55,570
05/27/2022,114.04,51 301 920.00,113.08,116.43,112.57,571
05/31/2022,114.14,28 629 280.00,114.93,117.40,113.55,572
06/01/2022,117.75,27 495 400.00,114.19,117.90,113.31,573
06/02/2022,114.56,24 952 080.00,115.99,116.36,113.67,574
06/03/2022,117.01,23 786 720.00,116.74,119.40,116.53,575
06/06/2022,117.23,26 413 540.00,115.65,117.75,115.13,576
06/07/2022,117.24,22 544 260.00,116.88,118.65,116.70,577
06/08/2022,114.92,23 141 600.00,116.34,118.35,114.87,578
06/09/2022,111.43,31 349 740.00,112.78,113.50,110.86,579
06/10/2022,106.88,36 756 200.00,107.45,109.22,106.59,580
06/13/2022,107.19,25 480 940.00,106.89,108.46,106.35,581
06/14/2022,110.39,33 192 020.00,108.90,112.06,108.12,582
06/15/2022,106.64,35 313 240.00,108.15,109.29,105.79,583
06/16/2022,107.87,43 516 660.00,106.54,109.25,105.63,584
06/17/2022,112.02,39 010 280.00,109.70,112.67,109.29,585
06/21/2022,112.03,23 921 720.00,111.16,113.77,110.72,586
06/22/2022,112.68,24 709 720.00,112.95,113.20,111.03,587
06/23/2022,118.54,39 122 760.00,113.60,118.64,113.60,588
06/24/2022,116.62,32 839 300.00,118.94,119.25,116.00,589
06/27/2022,112.57,28 316 220.00,116.35,117.86,112.44,590
06/28/2022,112.26,18 627 860.00,112.15,113.66,111.55,591
06/29/2022,109.37,38 046 040.00,110.50,111.33,107.31,592
06/30/2022,109.08,31 027 880.00,108.34,109.81,107.11,593
07/01/2022,113.89,36 429 380.00,107.51,114.05,106.25,594
07/05/2022,115.21,28 852 680.00,114.09,116.35,112.25,595
07/06/2022,119.31,32 183 940.00,116.01,119.86,115.53,596
07/07/2022,120.17,29 082 200.00,117.55,120.44,117.51,597
07/08/2022,116.52,26 830 460.00,118.65,118.79,116.23,598
07/11/2022,114.85,24 970 160.00,116.84,117.85,114.62,599
07/12/2022,112.19,38 958 860.00,112.64,115.16,111.82,600
07/13/2022,111.44,32 365 540.00,110.83,111.99,109.33,601
07/14/2022,112.77,34 330 760.00,112.96,114.00,111.82,602
07/15/2022,109.91,33 353 990.00,113.44,114.80,109.30,603
07/18/2022,114.62,30 992 330.00,111.73,114.81,110.50,604
07/19/2022,114.70,26 780 090.00,114.06,116.33,113.26,605
07/20/2022,115.04,27 267 850.00,115.09,115.21,111.91,606
07/21/2022,108.36,44 455 300.00,111.81,113.18,107.60,607
07/22/2022,108.21,28 289 940.00,108.88,110.58,107.01,608
07/25/2022,105.44,36 626 630.00,107.43,107.74,104.76,609
07/26/2022,113.60,41 474 620.00,109.60,114.40,108.42,610
07/27/2022,114.59,23 303 840.00,112.80,114.70,111.85,611
07/28/2022,116.64,31 336 180.00,113.40,116.90,113.23,612
07/29/2022,115.48,22 856 200.00,115.53,117.12,114.69,613
08/01/2022,115.90,17 911 040.00,114.43,117.08,114.26,614
08/02/2022,118.78,25 302 820.00,116.34,119.42,116.15,615
08/03/2022,118.87,15 757 700.00,118.30,119.50,117.71,616
08/04/2022,118.22,15 615 660.00,116.93,118.86,116.71,617
08/05/2022,118.14,17 061 110.00,119.12,120.86,117.83,618
08/08/2022,117.50,15 424 260.00,117.99,118.20,116.56,619
08/09/2022,120.65,20 497 020.00,119.59,121.78,119.36,620
08/10/2022,119.82,16 671 630.00,122.08,122.34,119.55,621
08/11/2022,122.65,16 121 090.00,121.16,122.65,120.40,622
08/12/2022,122.88,15 524 950.00,122.21,123.26,121.57,623
08/15/2022,122.51,15 626 170.00,122.32,123.23,121.54,624
08/16/2022,120.32,17 589 160.00,120.93,122.15,120.20,625
08/17/2022,120.86,15 652 030.00,120.23,121.69,119.55,626
08/18/2022,118.12,20 186 980.00,119.87,120.00,117.67,627
08/19/2022,115.07,19 316 020.00,116.10,116.50,114.67,628
08/22/2022,114.77,14 390 690.00,114.32,115.93,114.30,629
08/23/2022,114.70,16 051 170.00,114.45,115.72,113.78,630
08/24/2022,117.70,14 874 670.00,115.15,117.78,115.05,631
08/25/2022,111.30,31 698 670.00,115.81,116.60,111.22,632
08/26/2022,110.34,20 386 140.00,110.78,111.96,109.81,633
08/29/2022,109.91,20 548 200.00,111.03,111.37,108.80,634
08/30/2022,109.15,25 897 980.00,111.63,111.77,109.05,635
08/31/2022,110.55,22 784 390.00,109.20,111.22,108.19,636
09/01/2022,108.68,20 618 080.00,111.34,111.68,108.13,637
09/02/2022,107.48,20 565 050.00,108.14,108.88,106.51,638
09/06/2022,110.48,22 987 180.00,107.76,110.99,107.62,639
09/07/2022,109.42,21 660 650.00,109.18,110.58,108.06,640
09/08/2022,111.78,21 745 030.00,110.05,112.00,110.00,641
09/09/2022,111.87,19 732 910.00,111.99,112.64,110.93,642
09/12/2022,105.31,33 014 990.00,108.89,109.37,105.00,643
09/13/2022,105.87,22 115 810.00,105.44,106.10,104.50,644
09/14/2022,103.90,26 494 930.00,105.01,106.21,103.31,645
09/15/2022,103.63,64 540 120.00,102.97,104.03,101.86,646
09/16/2022,103.85,19 738 600.00,102.54,104.02,102.37,647
09/19/2022,101.83,24 001 670.00,102.88,103.17,101.12,648
09/20/2022,100.01,26 596 760.00,102.24,103.49,99.99,649
09/21/2022,100.57,21 272 680.00,99.45,101.68,99.41,650
09/22/2022,99.17,25 656 960.00,100.06,100.11,98.01,651
09/23/2022,98.81,22 437 940.00,98.61,100.44,98.38,652
09/26/2022,98.09,24 224 990.00,99.91,100.46,97.34,653
09/27/2022,100.74,24 617 000.00,98.02,101.40,97.80,654
09/28/2022,98.09,21 921 520.00,99.30,99.30,96.52,655
09/29/2022,96.15,26 277 830.00,97.73,99.49,96.03,656
09/30/2022,99.30,24 840 030.00,97.22,99.97,97.02,657
10/03/2022,102.41,22 580 930.00,101.04,102.72,101.04,658
10/04/2022,102.22,18 475 520.00,100.69,102.74,99.74,659
10/05/2022,102.24,17 156 240.00,101.50,103.73,101.50,660
10/06/2022,99.57,24 249 910.00,100.65,101.42,99.21,661
10/07/2022,98.71,16 529 900.00,99.85,99.99,97.87,662
10/10/2022,98.05,21 617 730.00,98.25,100.12,97.25,663
10/11/2022,98.30,17 343 430.00,98.27,99.65,97.67,664
10/12/2022,99.71,32 812 220.00,95.93,100.53,95.27,665
10/13/2022,97.18,22 624 830.00,100.63,101.29,97.03,666
10/14/2022,100.78,23 311 600.00,99.52,101.77,99.51,667
10/17/2022,101.39,21 610 540.00,103.94,104.22,100.65,668
10/18/2022,100.29,21 573 690.00,100.70,101.66,99.64,669
10/19/2022,100.53,25 125 080.00,100.82,103.00,99.97,670
10/20/2022,101.48,28 988 730.00,98.46,101.62,98.23,671
10/21/2022,102.97,24 680 830.00,102.09,103.10,100.30,672
10/24/2022,104.93,29 910 170.00,103.30,105.10,103.02,673
10/25/2022,94.82,71 671 810.00,96.76,98.54,94.57,674
10/26/2022,92.60,54 036 490.00,94.31,95.17,91.90,675
10/27/2022,96.58,35 696 930.00,92.53,96.86,92.32,676
10/28/2022,94.66,29 868 710.00,95.78,96.35,94.38,677
10/31/2022,90.50,43 220 600.00,95.59,96.17,90.43,678
11/01/2022,87.07,43 553 550.00,90.91,91.30,87.01,679
11/02/2022,83.49,48 510 360.00,86.35,86.55,83.45,680
11/03/2022,86.70,40 173 280.00,85.51,86.73,83.88,681
11/04/2022,88.65,26 899 880.00,87.34,88.94,86.96,682
11/07/2022,88.91,30 172 000.00,89.16,90.41,87.65,683
11/08/2022,87.40,26 743 880.00,88.55,89.49,87.36,684
11/09/2022,94.17,42 371 220.00,92.34,94.55,91.65,685
11/10/2022,96.73,30 569 110.00,94.71,97.36,94.16,686
11/11/2022,96.03,24 170 080.00,95.50,97.18,95.11,687
11/14/2022,98.72,31 830 970.00,98.67,100.42,97.02,688
11/15/2022,98.99,24 660 200.00,98.02,99.85,97.90,689
11/16/2022,98.50,21 818 730.00,97.18,99.48,97.10,690
11/17/2022,97.80,24 969 880.00,99.01,99.16,96.74,691
11/18/2022,95.83,18 696 870.00,97.56,98.72,95.67,692
11/21/2022,97.33,18 868 850.00,96.16,97.55,94.41,693
11/22/2022,98.82,17 568 860.00,97.34,99.07,97.34,694
11/23/2022,97.60,8 567 819.00,98.47,98.94,97.53,695
11/25/2022,96.25,19 981 970.00,97.20,97.83,95.89,696
11/28/2022,95.44,20 220 010.00,96.00,96.39,94.39,697
11/29/2022,101.45,39 888 070.00,95.12,101.45,94.67,698
11/30/2022,101.28,21 771 540.00,101.40,102.59,100.67,699
12/01/2022,100.83,18 821 530.00,99.37,101.15,99.17,700
12/02/2022,99.87,19 955 550.00,99.82,101.75,99.36,701
12/05/2022,97.31,20 877 620.00,99.67,100.21,96.76,702
12/06/2022,95.15,26 647 880.00,96.77,97.31,95.03,703
12/07/2022,93.95,25 593 230.00,95.69,95.87,93.80,704
12/08/2022,93.07,21 885 310.00,93.90,94.49,93.02,705
12/09/2022,93.56,27 380 950.00,93.09,93.87,91.90,706
12/12/2022,95.85,34 788 520.00,98.07,99.80,95.38,707
12/13/2022,95.31,26 452 940.00,95.54,97.22,93.94,708
12/14/2022,91.20,28 298 760.00,93.54,94.03,90.43,709
12/15/2022,90.86,48 485 510.00,91.20,91.75,90.01,710
12/16/2022,89.15,23 020 540.00,90.88,91.20,88.93,711
12/19/2022,89.63,21 976 850.00,88.73,89.78,88.04,712
12/20/2022,90.25,20 336 390.00,89.73,90.92,88.91,713
12/21/2022,88.26,23 656 070.00,88.93,89.18,86.94,714
12/22/2022,89.81,17 815 010.00,87.62,90.10,87.62,715
12/23/2022,87.93,15 470 870.00,89.31,89.50,87.54,716
12/27/2022,86.46,17 879 570.00,87.50,88.52,86.37,717
12/28/2022,88.95,18 280 660.00,87.03,89.37,86.99,718
12/29/2022,88.73,19 190 300.00,87.37,88.83,87.03,719
12/30/2022,89.70,20 738 460.00,89.83,91.55,89.02,720
01/03/2023,88.71,27 046 480.00,91.01,91.24,87.80,721
01/04/2023,86.77,23 136 080.00,88.07,88.21,86.56,722
01/05/2023,88.16,26 612 630.00,87.36,88.47,85.57,723
01/06/2023,88.80,22 996 680.00,89.20,90.83,88.58,724
01/09/2023,89.24,22 855 590.00,86.72,89.48,86.70,725
01/10/2023,92.26,25 998 840.00,90.06,92.45,89.74,726
01/11/2023,91.91,22 754 220.00,92.40,92.62,90.57,727
01/12/2023,92.80,18 630 710.00,91.53,92.98,90.93,728
01/13/2023,92.16,22 935 820.00,92.78,92.97,90.84,729
01/17/2023,91.78,19 641 620.00,92.94,93.59,91.40,730
01/18/2023,93.91,28 707 650.00,91.39,94.40,91.38,731
01/19/2023,99.28,53 704 760.00,95.95,99.42,95.91,732
01/20/2023,101.21,31 791 780.00,99.13,101.40,98.75,733
01/23/2023,99.21,27 391 370.00,99.55,101.09,98.70,734
01/24/2023,96.73,31 000 850.00,97.20,97.72,95.26,735
01/25/2023,99.16,24 542 060.00,98.28,99.21,96.82,736
01/26/2023,100.71,29 020 350.00,99.05,101.58,98.97,737
01/27/2023,97.95,24 365 140.00,98.75,99.41,97.52,738
01/30/2023,99.87,22 306 780.00,97.86,99.91,97.79,739
01/31/2023,101.43,26 392 570.00,99.74,102.19,98.42,740
02/01/2023,108.80,46 622 630.00,106.79,108.82,106.54,741
02/02/2023,105.22,36 823 420.00,103.51,108.02,103.30,742
02/03/2023,103.47,25 573 050.00,102.69,104.70,102.21,743
02/06/2023,108.04,33 738 830.00,103.63,108.67,103.55,744
02/07/2023,100.00,73 546 030.00,102.69,103.58,98.46,745
02/08/2023,95.46,97 798 570.00,100.54,100.61,93.86,746
02/09/2023,94.86,49 325 280.00,95.74,97.02,94.53,747
02/10/2023,95.00,43 116 560.00,95.01,95.35,94.05,748
02/13/2023,94.95,42 513 080.00,94.66,95.18,92.65,749
02/14/2023,97.10,37 029 890.00,94.74,97.34,94.36,750
02/15/2023,95.78,35 642 110.00,95.54,97.88,94.97,751
02/16/2023,94.59,31 095 070.00,95.07,95.75,93.45,752
02/17/2023,92.05,28 367 200.00,93.24,93.41,92.00,753
02/21/2023,91.80,29 891 140.00,91.93,92.36,90.87,754
02/22/2023,91.07,32 423 720.00,92.13,92.13,90.01,755
02/23/2023,89.35,31 295 620.00,89.63,90.13,88.86,756
02/24/2023,90.10,22 724 260.00,90.09,90.45,89.61,757
02/27/2023,90.30,30 546 910.00,89.54,91.45,89.52,758
02/28/2023,90.51,26 323 880.00,90.16,91.20,89.85,759
03/01/2023,92.31,23 344 560.00,89.86,92.48,89.77,760
03/02/2023,94.02,30 242 540.00,92.74,94.11,92.66,761
03/03/2023,95.58,28 288 210.00,94.36,96.30,94.30,762
03/06/2023,94.17,24 101 540.00,95.42,96.09,93.84,763
03/07/2023,94.65,25 395 200.00,94.41,96.24,94.41,764
03/08/2023,92.66,24 438 890.00,94.49,95.92,92.36,765
03/09/2023,91.01,32 850 090.00,92.50,93.18,90.80,766
03/10/2023,91.66,31 508 570.00,90.57,93.08,89.94,767
03/13/2023,94.25,32 303 880.00,93.07,94.83,92.78,768
03/14/2023,96.55,38 367 330.00,93.54,97.25,93.04,769
03/15/2023,101.07,54 588 200.00,96.57,101.97,95.87,770
03/16/2023,102.46,76 140 310.00,100.84,103.49,100.75,771
03/17/2023,101.93,26 033 920.00,101.06,102.58,100.79,772
03/20/2023,105.84,33 122 800.00,101.98,105.96,101.86,773
03/21/2023,104.22,32 336 880.00,105.14,107.51,104.21,774
03/22/2023,106.26,31 385 820.00,105.89,107.10,105.41,775
03/23/2023,106.06,25 245 010.00,105.74,106.16,104.74,776
03/24/2023,103.06,25 393 420.00,105.32,105.40,102.63,777
03/27/2023,101.36,24 913 480.00,103.00,103.00,100.28,778
03/28/2023,101.90,26 148 300.00,102.72,102.82,101.03,779
03/29/2023,101.32,25 009 830.00,101.44,101.61,100.29,780
03/30/2023,104.00,28 107 950.00,101.71,104.19,101.44,781
03/31/2023,104.91,20 719 860.00,102.67,104.95,102.38,782
04/03/2023,105.12,20 377 230.00,104.84,106.10,104.60,783
04/04/2023,104.95,21 864 200.00,106.12,106.54,104.10,784
04/05/2023,108.90,34 684 150.00,105.77,109.63,104.82,785
04/06/2023,106.95,19 741 520.00,107.39,107.97,105.60,786
04/10/2023,106.12,18 721 280.00,106.92,107.22,105.28,787
04/11/2023,105.22,22 761 570.00,107.39,107.59,104.97,788
04/12/2023,108.19,21 650 750.00,106.47,108.27,106.44,789
04/13/2023,109.46,20 758 690.00,107.69,109.58,107.59,790
04/14/2023,106.42,29 043 440.00,105.43,106.71,105.32,791
04/17/2023,105.12,17 641 370.00,107.00,107.05,104.78,792
04/18/2023,105.02,16 732 020.00,104.22,105.73,103.80,793
04/19/2023,105.90,22 515 330.00,104.65,106.89,104.64,794
04/20/2023,105.91,22 379 020.00,106.09,106.64,105.49,795
04/21/2023,106.78,21 410 910.00,106.05,107.32,105.36,796
04/24/2023,104.61,31 408 120.00,106.61,107.44,104.56,797
04/25/2023,104.45,37 068 170.00,105.56,107.02,103.27,798
04/26/2023,108.37,38 235 220.00,105.23,109.15,104.42,799
04/27/2023,108.22,23 957 870.00,107.80,108.29,106.04,800
04/28/2023,107.71,20 926 260.00,107.72,108.68,107.50,801
05/01/2023,105.98,20 343 120.00,107.66,107.73,104.50,802
05/02/2023,106.12,17 116 330.00,106.22,108.13,105.62,803
05/03/2023,105.21,19 780 640.00,106.16,106.30,104.70,804
05/04/2023,106.22,20 710 630.00,105.32,106.44,104.74,805
05/05/2023,108.24,17 266 020.00,105.80,108.42,105.79,806
05/08/2023,107.94,24 782 440.00,108.78,110.60,107.73,807
05/09/2023,112.28,47 533 460.00,108.55,113.51,108.48,808
05/10/2023,116.90,57 115 080.00,115.86,118.44,114.93,809
05/11/2023,117.92,31 293 780.00,117.00,118.26,116.55,810
05/12/2023,116.96,22 107 870.00,116.49,118.80,116.48,811
05/15/2023,120.09,32 370 110.00,116.83,121.20,116.83,812
05/16/2023,121.48,26 659 560.00,120.18,122.28,119.46,813
05/17/2023,123.52,27 014 470.00,121.56,123.90,121.49,814
05/18/2023,123.25,30 268 860.00,124.20,126.48,122.72,815
05/19/2023,125.87,29 760 240.00,123.51,127.05,123.45,816
05/22/2023,123.29,24 477 950.00,124.93,125.42,123.05,817
05/23/2023,121.64,23 087 930.00,121.88,122.75,120.75,818
05/24/2023,124.35,33 812 730.00,125.21,125.98,122.90,819
05/25/2023,125.43,25 169 040.00,124.07,126.00,123.29,820
05/26/2023,124.64,27 230 730.00,126.29,126.38,122.89,821
05/30/2023,123.37,41 548 760.00,123.70,124.90,123.10,822
05/31/2023,124.37,25 017 670.00,123.50,125.04,123.30,823
06/01/2023,125.23,19 367 450.00,124.49,126.75,124.35,824
06/02/2023,126.63,22 672 520.00,124.61,127.99,124.38,825
06/05/2023,127.91,19 450 130.00,126.60,128.88,125.97,826
06/06/2023,122.94,34 179 350.00,127.58,129.55,122.63,827
06/07/2023,122.67,24 815 000.00,122.59,123.73,122.01,828
06/08/2023,122.87,20 313 680.00,122.56,124.29,122.42,829
06/09/2023,124.35,22 289 630.00,123.40,124.75,122.35,830
06/12/2023,124.43,19 287 650.00,125.65,125.86,123.85,831
06/13/2023,124.38,24 659 620.00,123.80,124.79,122.16,832
06/14/2023,125.79,24 517 070.00,123.88,126.16,123.14,833
06/15/2023,124.06,56 699 200.00,126.70,126.70,123.79,834
06/16/2023,123.85,22 698 030.00,123.54,125.18,122.83,835
06/20/2023,121.26,22 612 000.00,123.24,123.41,120.86,836
06/21/2023,123.87,20 781 890.00,120.66,123.94,119.60,837
06/22/2023,123.02,29 573 120.00,122.04,123.44,121.86,838
06/23/2023,119.09,23 184 960.00,121.47,122.72,118.99,839
06/26/2023,119.01,27 221 710.00,117.84,119.90,116.91,840
06/27/2023,121.08,19 753 150.00,117.96,121.27,117.60,841
06/28/2023,120.01,18 517 460.00,120.09,120.91,119.21,842
06/29/2023,120.97,23 871 760.00,121.10,122.03,120.88,843
06/30/2023,120.56,13 871 720.00,120.32,121.02,119.71,844
